0,No,Field,StarID,RA,Decl,X,Y,V,V_I,I,Vsig,Isig,B_V,B,Bsig
1518,1518,LMC_SC11,334091,5.164575,-68.90875,1948.60,6348.95,20.533,1.146,19.386,0.222,0.133,0.230,20.766,0.485
1519,1519,LMC_SC11,334092,5.165311,-68.90878,1983.22,6348.76,19.804,0.041,19.761,0.147,0.158,-0.086,19.717,0.077
1520,1520,LMC_SC11,334093,5.166653,-68.90872,2046.29,6349.03,19.046,0.192,18.853,0.309,0.248,,,
1521,1521,LMC_SC11,334094,5.163247,-68.90861,1886.29,6350.29,19.676,0.053,19.623,0.093,0.113,-0.054,19.622,0.084
1522,1522,LMC_SC11,334095,5.162736,-68.90839,1862.21,6352.40,19.345,0.124,19.220,0.073,0.091,0.093,19.438,0.056
1523,1523,LMC_SC11,334096,5.165894,-68.90836,2010.69,6352.34,19.476,0.092,19.384,0.070,0.112,0.403,19.881,0.150
1524,1524,LMC_SC11,334097,5.166286,-68.90831,2029.01,6352.77,19.382,0.312,19.070,0.154,0.097,0.304,19.688,0.160
1525,1525,LMC_SC11,334104,5.166186,-68.90822,2024.29,6353.36,19.621,0.059,19.562,0.159,0.186,0.304,19.927,0.252
1526,1526,LMC_SC11,334108,5.163750,-68.90808,1909.85,6355.01,20.470,1.094,19.375,0.365,0.189,,,
1527,1527,LMC_SC11,334109,5.166003,-68.90783,2015.68,6356.77,,,19.546,,0.165,,,
1528,1528,LMC_SC11,334110,5.162856,-68.90797,1867.86,6355.88,20.138,0.416,19.722,0.110,0.152,0.350,20.491,0.243
1529,1529,LMC_SC11,334111,5.165550,-68.90806,1994.40,6355.03,,,20.135,,0.224,,,
1530,1530,LMC_SC11,334112,5.166289,-68.90794,2029.17,6355.75,19.429,0.148,19.281,0.129,0.099,0.190,19.619,0.108
1531,1531,LMC_SC11,334116,5.166642,-68.90783,2045.69,6356.71,20.363,0.950,19.412,0.284,0.155,,,
1532,1532,LMC_SC11,334124,5.164164,-68.90761,1929.36,6358.98,19.996,0.180,19.816,0.169,0.172,-0.133,19.863,0.173
1533,1533,LMC_SC11,334125,5.164858,-68.90750,1961.89,6359.90,,,19.647,,0.139,,22.183,0.783
1534,1534,LMC_SC11,334127,5.162831,-68.90733,1866.70,6361.61,20.907,1.576,19.329,0.223,0.113,,,
1535,1535,LMC_SC11,334128,5.164689,-68.90731,1953.99,6361.58,19.586,0.181,19.405,0.082,0.113,0.119,19.706,0.116
1536,1536,LMC_SC11,334129,5.165214,-68.90736,1978.67,6361.12,19.413,-0.034,19.447,0.083,0.127,0.077,19.491,0.074
1537,1537,LMC_SC11,334131,5.165794,-68.90728,2005.94,6361.81,19.644,-0.091,19.735,0.284,0.455,0.399,20.045,0.286
1538,1538,LMC_SC11,334133,5.162986,-68.90719,1874.02,6362.76,20.743,0.498,20.245,0.200,0.241,,,
1539,1539,LMC_SC11,334139,5.165864,-68.90692,2009.23,6364.96,20.691,1.365,19.326,0.323,0.579,0.660,21.357,0.413
1540,1540,LMC_SC11,334140,5.166622,-68.90694,2044.87,6364.54,20.534,0.789,19.743,0.242,0.185,,,
1541,1541,LMC_SC11,334142,5.166261,-68.90683,2027.86,6365.58,20.153,0.479,19.675,0.172,0.191,0.354,20.510,0.316
1542,1542,LMC_SC11,334144,5.162472,-68.90650,1849.78,6368.78,,,19.570,,0.150,,,
1543,1543,LMC_SC11,334145,5.164386,-68.90653,1939.75,6368.38,,,19.536,,0.412,,,
1544,1544,LMC_SC11,334146,5.165719,-68.90661,2002.45,6367.49,,,19.650,,0.700,,,
1545,1545,LMC_SC11,334147,5.166050,-68.90647,2018.03,6368.71,19.912,0.837,19.074,0.100,0.085,0.675,20.592,0.190
1546,1546,LMC_SC11,334152,5.164117,-68.90644,1927.10,6369.20,,,18.941,,0.336,,18.901,0.537
1547,1547,LMC_SC11,334153,5.164497,-68.90647,1944.97,6368.95,19.696,0.083,19.613,0.114,0.160,-0.030,19.666,0.169
1548,1548,LMC_SC11,334154,5.165236,-68.90647,1979.75,6368.75,19.853,0.082,19.772,0.088,0.137,0.099,19.954,0.095
1549,1549,LMC_SC11,334155,5.165800,-68.90631,2006.21,6370.09,20.088,0.620,19.468,0.207,0.351,0.400,20.491,0.234
1550,1550,LMC_SC11,334158,5.164692,-68.90617,1954.08,6371.60,19.987,0.730,19.256,0.151,0.112,0.533,20.524,0.228
1551,1551,LMC_SC11,334159,5.165439,-68.90628,1989.26,6370.57,20.389,0.671,19.718,0.163,0.143,,,
1552,1552,LMC_SC11,334163,5.162400,-68.90594,1846.47,6373.51,19.249,0.116,19.134,0.079,0.103,-0.028,19.221,0.099
1553,1553,LMC_SC11,334164,5.164278,-68.90597,1934.69,6373.31,19.550,0.206,19.344,0.307,0.267,0.290,19.842,0.623
1554,1554,LMC_SC11,334165,5.165956,-68.90600,2013.53,6372.72,19.716,0.027,19.688,0.142,0.173,0.183,19.899,0.186
1555,1555,LMC_SC11,334171,5.165444,-68.90572,1989.55,6375.19,20.562,0.658,19.902,0.233,0.166,0.346,20.911,0.256
1556,1556,LMC_SC11,334172,5.166419,-68.90567,2035.40,6375.73,19.654,0.323,19.332,0.114,0.111,,,
1557,1557,LMC_SC11,334175,5.162628,-68.90544,1857.10,6378.06,20.765,1.313,19.450,0.274,0.198,,,
1558,1558,LMC_SC11,334176,5.165822,-68.90553,2007.24,6376.89,19.615,0.709,18.905,0.256,0.351,,,
1559,1559,LMC_SC11,334177,5.166561,-68.90556,2042.04,6376.59,20.162,0.205,19.957,0.216,0.240,,,
1560,1560,LMC_SC11,334178,5.162942,-68.90547,1871.90,6377.58,20.591,1.014,19.577,0.206,0.134,,,
1561,1561,LMC_SC11,334180,5.166450,-68.90528,2036.77,6379.06,20.108,0.448,19.660,0.170,0.143,,,
1562,1562,LMC_SC11,334184,5.164578,-68.90522,1948.86,6379.62,19.456,-0.025,19.481,0.078,0.121,0.021,19.477,0.073
1563,1563,LMC_SC11,334191,5.165700,-68.90458,2001.58,6385.14,19.549,0.155,19.395,0.154,0.141,0.113,19.663,0.158
1564,1564,LMC_SC11,334192,5.166036,-68.90458,2017.35,6385.14,,,19.677,,0.304,,19.576,0.555
1565,1565,LMC_SC11,334195,5.163481,-68.90461,1897.28,6385.08,19.977,0.002,19.975,0.148,0.201,0.160,20.138,0.235
1566,1566,LMC_SC11,334196,5.164825,-68.90458,1960.45,6385.23,19.472,-0.075,19.547,0.182,0.181,-0.399,19.071,0.094
1567,1567,LMC_SC11,334198,5.162419,-68.90428,1847.38,6388.05,19.586,0.321,19.266,0.061,0.093,0.262,19.850,0.086
1568,1568,LMC_SC11,334201,5.165772,-68.90419,2004.89,6388.44,20.532,0.602,19.929,0.287,0.213,,,
1569,1569,LMC_SC11,334205,5.162531,-68.90397,1852.62,6390.75,19.978,0.935,19.042,0.125,0.143,0.474,20.456,0.182
1570,1570,LMC_SC11,334207,5.162728,-68.90394,1861.90,6390.98,,,19.224,,0.492,,,
1571,1571,LMC_SC11,334208,5.165383,-68.90400,1986.69,6390.36,20.009,0.089,19.920,0.140,0.171,0.034,20.044,0.161
1572,1572,LMC_SC11,334209,5.166278,-68.90394,2028.68,6390.76,19.520,-0.078,19.599,0.182,0.172,0.274,19.796,0.301
1573,1573,LMC_SC11,334212,5.162792,-68.90403,1864.86,6390.19,,,19.765,,0.460,,,
1574,1574,LMC_SC11,334213,5.163381,-68.90372,1892.51,6392.83,19.319,0.039,19.281,0.117,0.112,0.808,20.131,0.209
1575,1575,LMC_SC11,334214,5.164892,-68.90389,1963.61,6391.26,19.747,0.149,19.598,0.101,0.137,0.032,19.780,0.109
1576,1576,LMC_SC11,334215,5.165014,-68.90386,1969.30,6391.50,20.105,0.106,19.999,0.167,0.212,-0.064,20.040,0.225
1577,1577,LMC_SC11,334217,5.165128,-68.90361,1974.71,6393.63,19.590,0.087,19.503,0.109,0.111,-0.066,19.523,0.060
1578,1578,LMC_SC11,334218,5.165664,-68.90367,1999.89,6393.20,19.479,0.199,19.280,0.134,0.137,0.532,20.014,0.399
1579,1579,LMC_SC11,334219,5.166133,-68.90361,2021.89,6393.50,19.444,0.149,19.295,0.194,0.171,0.154,19.598,0.217
1580,1580,LMC_SC11,334226,5.166367,-68.90347,2032.93,6394.79,19.697,0.188,19.509,0.202,0.141,0.533,20.233,0.357
1581,1581,LMC_SC11,334231,5.162861,-68.90339,1868.17,6395.80,20.734,1.293,19.440,0.262,0.348,,,
1582,1582,LMC_SC11,334232,5.166458,-68.90347,2037.21,6394.78,19.913,0.013,19.900,0.260,0.241,,,
1583,1583,LMC_SC11,334234,5.165828,-68.90339,2007.64,6395.56,,,20.029,,0.534,,,
1584,1584,LMC_SC11,334235,5.163228,-68.90325,1885.32,6397.05,20.186,0.281,19.905,0.227,0.162,0.339,20.527,0.204
1585,1585,LMC_SC11,334239,5.163883,-68.90308,1916.16,6398.35,,,19.281,,0.127,,,
1586,1586,LMC_SC11,334240,5.164464,-68.90300,1943.45,6399.01,19.809,0.369,19.440,0.177,0.144,-0.440,19.368,0.218
1587,1587,LMC_SC11,334246,5.162619,-68.90300,1856.78,6399.27,,,19.839,,0.450,,,
1588,1588,LMC_SC11,334251,5.162675,-68.90269,1859.37,6401.92,,,19.290,,0.455,,20.836,0.188
1589,1589,LMC_SC11,334252,5.164850,-68.90275,1961.60,6401.18,20.035,0.265,19.769,0.105,0.148,0.285,20.321,0.124
1590,1590,LMC_SC11,334254,5.163172,-68.90250,1882.72,6403.44,19.176,-0.027,19.203,0.062,0.090,0.153,19.329,0.080
1591,1591,LMC_SC11,334255,5.164764,-68.90253,1957.55,6403.18,19.324,0.030,19.294,0.064,0.103,0.049,19.373,0.066
1592,1592,LMC_SC11,334256,5.165861,-68.90244,2009.22,6403.90,19.044,0.039,19.006,0.173,0.108,0.283,19.328,0.130
1593,1593,LMC_SC11,334262,5.163228,-68.90239,1885.40,6404.55,19.815,0.266,19.549,0.099,0.131,0.462,20.279,0.193
1594,1594,LMC_SC11,334263,5.166519,-68.90217,2040.05,6406.21,19.957,0.307,19.650,0.602,0.303,,,
1595,1595,LMC_SC11,334270,5.163469,-68.90183,1896.73,6409.44,20.385,0.869,19.515,0.289,0.175,0.336,20.725,1.081
1596,1596,LMC_SC11,334271,5.164736,-68.90175,1956.25,6409.96,20.516,0.880,19.635,0.165,0.127,0.375,20.894,0.204
1597,1597,LMC_SC11,334272,5.165581,-68.90172,1995.99,6410.19,,,20.023,,0.273,,21.041,0.414
1598,1598,LMC_SC11,334273,5.166372,-68.90178,2033.20,6409.59,19.472,0.006,19.466,0.153,0.140,0.278,19.751,0.172
1599,1599,LMC_SC11,334278,5.165861,-68.90153,2009.18,6411.73,20.243,0.475,19.768,0.280,0.189,-0.144,20.099,0.228
1600,1600,LMC_SC11,334280,5.163808,-68.90142,1912.68,6412.93,20.385,1.175,19.208,0.223,0.121,0.452,20.841,0.281
1601,1601,LMC_SC11,334281,5.163211,-68.90139,1884.58,6413.29,20.761,1.289,19.470,0.242,0.133,,,
1602,1602,LMC_SC11,334282,5.164550,-68.90128,1947.60,6414.16,20.089,0.356,19.733,0.089,0.159,0.389,20.481,0.206
1603,1603,LMC_SC11,334284,5.163094,-68.90108,1879.17,6415.88,19.587,-0.014,19.601,0.109,0.129,0.024,19.612,0.129
1604,1604,LMC_SC11,334285,5.166531,-68.90131,2040.71,6413.58,20.130,0.049,20.081,0.446,0.305,,,
1605,1605,LMC_SC11,334286,5.164964,-68.90086,1967.04,6417.54,19.907,-0.031,19.938,0.120,0.183,0.257,20.164,0.145
1606,1606,LMC_SC11,334288,5.163725,-68.90056,1908.82,6420.54,19.603,0.064,19.539,0.094,0.138,0.002,19.606,0.127
1607,1607,LMC_SC11,334290,5.162658,-68.90058,1858.62,6420.39,20.031,0.213,19.818,0.091,0.141,0.241,20.273,0.097
1608,1608,LMC_SC11,334291,5.164608,-68.90047,1950.30,6421.09,20.761,1.150,19.612,0.302,0.177,,,
1609,1609,LMC_SC11,334292,5.165717,-68.90056,2002.40,6420.26,19.812,0.113,19.698,0.172,0.183,-0.038,19.774,0.197
1610,1610,LMC_SC11,334293,5.166144,-68.90053,2022.56,6420.45,20.904,1.479,19.425,0.446,0.152,-0.843,20.061,0.204
1611,1611,LMC_SC11,334296,5.164544,-68.90042,1947.25,6421.45,19.655,0.606,19.048,0.198,0.173,0.053,19.709,0.155
1612,1612,LMC_SC11,334297,5.164808,-68.90036,1959.70,6422.04,20.362,0.455,19.905,0.109,0.172,0.422,20.786,0.192
1613,1613,LMC_SC11,334298,5.165400,-68.90036,1987.47,6421.96,19.638,0.159,19.479,0.135,0.171,0.113,19.753,0.183
1614,1614,LMC_SC11,334299,5.166011,-68.90039,2016.29,6421.73,20.159,0.658,19.501,0.184,0.191,0.838,21.002,0.532
1615,1615,LMC_SC11,334300,5.163414,-68.90028,1894.19,6422.98,19.205,0.172,19.032,0.331,0.339,0.279,19.486,0.649
1616,1616,LMC_SC11,334301,5.164397,-68.90033,1940.35,6422.31,19.862,0.289,19.573,0.114,0.133,0.158,20.022,0.094
1617,1617,LMC_SC11,334305,5.162986,-68.90011,1874.07,6424.27,19.089,0.100,18.989,0.084,0.111,-0.447,18.641,0.138
1618,1618,LMC_SC11,334306,5.163858,-68.90017,1915.00,6423.79,20.487,0.417,20.069,0.206,0.192,0.313,20.802,0.241
1619,1619,LMC_SC11,334307,5.165003,-68.90017,1968.84,6423.81,19.619,-0.012,19.632,0.073,0.138,0.146,19.766,0.115
1620,1620,LMC_SC11,334311,5.163356,-68.90006,1891.48,6424.82,,,19.565,,0.427,,,
1621,1621,LMC_SC11,334312,5.164117,-68.89994,1927.19,6425.60,19.169,-0.111,19.280,0.125,0.123,0.043,19.213,0.081
1622,1622,LMC_SC11,334313,5.163967,-68.89994,1920.13,6425.82,19.527,-0.187,19.714,0.229,0.229,0.091,19.617,0.147
1623,1623,LMC_SC11,334315,5.163472,-68.89983,1896.89,6426.75,18.862,-0.273,19.135,0.268,0.272,1.059,19.925,0.607
1624,1624,LMC_SC11,334316,5.165697,-68.89981,2001.46,6426.65,19.790,0.055,19.735,0.203,0.184,0.371,20.163,0.284
1625,1625,LMC_SC11,334322,5.162753,-68.89969,1863.08,6428.09,19.647,0.217,19.430,0.062,0.119,0.174,19.822,0.060
1626,1626,LMC_SC11,334327,5.163572,-68.89953,1901.64,6429.31,19.649,0.107,19.543,0.191,0.153,,,
1627,1627,LMC_SC11,334328,5.166311,-68.89956,2030.43,6428.97,20.742,0.873,19.867,0.203,0.150,,,
1628,1628,LMC_SC11,334331,5.163628,-68.89942,1904.22,6430.28,19.692,0.373,19.318,0.163,0.140,0.876,20.571,0.239
1629,1629,LMC_SC11,334332,5.163981,-68.89936,1920.85,6430.85,19.001,0.030,18.971,0.099,0.156,0.314,19.316,0.118
1630,1630,LMC_SC11,334337,5.162486,-68.89917,1850.51,6432.73,19.260,-0.018,19.278,0.077,0.096,-0.057,19.202,0.114
1631,1631,LMC_SC11,334338,5.162711,-68.89922,1861.20,6432.15,19.571,0.291,19.280,0.060,0.092,0.237,19.809,0.095
1632,1632,LMC_SC11,334342,5.163492,-68.89917,1897.81,6432.56,19.542,0.317,19.225,0.144,0.179,0.704,20.250,0.272
1633,1633,LMC_SC11,334343,5.166569,-68.89928,2042.53,6431.17,19.776,0.123,19.653,0.238,0.245,,,
1634,1634,LMC_SC11,334347,5.162900,-68.89897,1870.02,6434.32,19.491,0.078,19.413,0.095,0.137,0.245,19.738,0.100
1635,1635,LMC_SC11,334348,5.166658,-68.89897,2046.66,6433.88,,,18.299,,0.737,,,
1636,1636,LMC_SC11,334357,5.162572,-68.89883,1854.59,6435.50,19.839,0.274,19.564,0.112,0.126,0.209,20.049,0.113
1637,1637,LMC_SC11,334358,5.163842,-68.89856,1914.32,6437.74,19.557,0.058,19.499,0.199,0.237,,,
1638,1638,LMC_SC11,334359,5.164561,-68.89861,1948.13,6437.29,19.748,0.327,19.421,0.089,0.111,0.272,20.022,0.192
1639,1639,LMC_SC11,334360,5.165619,-68.89861,1997.87,6437.12,19.512,0.171,19.341,0.231,0.204,0.063,19.576,0.300
1640,1640,LMC_SC11,334362,5.166053,-68.89836,2018.21,6439.38,20.323,0.621,19.702,0.251,0.150,0.376,20.702,0.248
1641,1641,LMC_SC11,334363,5.166203,-68.89858,2025.28,6437.33,19.851,-0.084,19.935,0.123,0.223,-0.002,19.848,0.149
1642,1642,LMC_SC11,334369,5.162867,-68.89836,1868.41,6439.60,19.256,0.111,19.145,0.041,0.096,-0.087,19.168,0.055
1643,1643,LMC_SC11,334370,5.166575,-68.89839,2042.75,6439.09,19.383,0.130,19.253,0.082,0.127,,,
1644,1644,LMC_SC11,334371,5.164139,-68.89828,1928.29,6440.12,19.438,0.171,19.267,0.253,0.257,,,
1645,1645,LMC_SC11,334373,5.164300,-68.89819,1935.81,6440.89,18.935,-0.140,19.074,0.163,0.191,0.130,19.065,0.293
1646,1646,LMC_SC11,334374,5.165981,-68.89819,2014.85,6440.77,,,19.690,,0.220,,,
1647,1647,LMC_SC11,334376,5.165861,-68.89797,2009.27,6442.69,20.032,0.321,19.710,0.239,0.322,0.183,20.216,0.203
1648,1648,LMC_SC11,334377,5.166303,-68.89794,2030.01,6442.84,19.439,0.144,19.295,0.077,0.115,0.141,19.581,0.082
1649,1649,LMC_SC11,334381,5.163433,-68.89769,1895.17,6445.46,19.235,-0.064,19.301,0.124,0.212,-0.029,19.207,0.118
1650,1650,LMC_SC11,334382,5.164142,-68.89772,1928.43,6444.94,19.221,-0.009,19.228,0.210,0.279,0.137,19.358,0.241
1651,1651,LMC_SC11,334383,5.163586,-68.89769,1902.27,6445.41,19.155,-0.491,19.647,0.180,0.499,,,
1652,1652,LMC_SC11,334384,5.164792,-68.89764,1958.92,6445.64,19.300,-0.007,19.306,0.038,0.092,0.018,19.317,0.068
1653,1653,LMC_SC11,334387,5.162986,-68.89744,1874.05,6447.63,20.540,1.405,19.134,0.233,0.079,,,
1654,1654,LMC_SC11,334388,5.164175,-68.89761,1930.02,6445.92,20.030,0.187,19.842,0.235,0.274,-0.178,19.850,0.358
1655,1655,LMC_SC11,334389,5.164561,-68.89739,1948.17,6447.91,19.941,0.315,19.626,0.106,0.127,0.247,20.190,0.126
1656,1656,LMC_SC11,334390,5.166147,-68.89747,2022.73,6447.09,20.108,0.770,19.337,0.194,0.204,,,
1657,1657,LMC_SC11,334393,5.162519,-68.89742,1852.10,6447.93,19.913,0.460,19.452,0.094,0.149,0.321,20.236,0.119
1658,1658,LMC_SC11,334394,5.165036,-68.89736,1970.40,6448.22,20.379,0.867,19.511,0.173,0.144,0.715,21.100,0.365
1659,1659,LMC_SC11,334396,5.163864,-68.89725,1915.29,6449.16,19.131,-0.329,19.460,0.154,0.390,,,
1660,1660,LMC_SC11,334397,5.165822,-68.89717,2007.44,6449.65,19.807,0.571,19.235,0.300,0.228,-0.037,19.771,0.415
1661,1661,LMC_SC11,334401,5.164078,-68.89700,1925.41,6451.34,19.181,-0.215,19.397,0.406,0.496,0.700,19.885,0.721
1662,1662,LMC_SC11,334402,5.166031,-68.89722,2017.16,6449.11,19.225,0.145,19.081,0.543,0.315,,,
1663,1663,LMC_SC11,334403,5.166219,-68.89722,2026.04,6449.11,20.281,0.597,19.684,0.245,0.225,-0.156,20.126,0.224
1664,1664,LMC_SC11,334407,5.163481,-68.89700,1897.33,6451.45,,,19.531,,0.684,,,
1665,1665,LMC_SC11,334408,5.165656,-68.89692,1999.63,6452.02,19.735,0.231,19.504,0.121,0.134,0.057,19.794,0.156
1666,1666,LMC_SC11,334410,5.162947,-68.89686,1872.22,6452.59,20.435,0.926,19.509,0.142,0.118,0.543,20.984,0.312
1667,1667,LMC_SC11,334411,5.165794,-68.89686,2006.16,6452.40,20.081,0.811,19.269,0.338,0.171,0.077,20.160,0.513
1668,1668,LMC_SC11,334412,5.166517,-68.89675,2040.05,6453.15,20.763,1.182,19.581,0.311,0.271,,,
1669,1669,LMC_SC11,334416,5.163069,-68.89658,1877.98,6455.13,18.938,-0.010,18.948,0.098,0.072,-0.042,18.896,0.061
1670,1670,LMC_SC11,334417,5.163117,-68.89678,1880.18,6453.34,19.869,0.333,19.536,0.153,0.116,0.390,20.262,0.208
1671,1671,LMC_SC11,334422,5.165375,-68.89653,1986.47,6455.35,20.509,1.162,19.346,0.156,0.101,,,
1672,1672,LMC_SC11,334425,5.163919,-68.89661,1917.97,6454.67,19.121,-0.266,19.387,0.410,0.468,0.727,19.851,0.240
1673,1673,LMC_SC11,334426,5.164103,-68.89647,1926.66,6455.83,19.539,-0.126,19.666,0.269,0.227,0.243,19.784,0.220
1674,1674,LMC_SC11,334427,5.164814,-68.89639,1960.09,6456.62,19.173,0.097,19.075,0.047,0.089,0.162,19.337,0.064
1675,1675,LMC_SC11,334431,5.162842,-68.89622,1867.27,6458.12,19.536,0.169,19.367,0.056,0.111,-0.073,19.463,0.069
1676,1676,LMC_SC11,334432,5.164136,-68.89644,1928.10,6456.23,19.405,0.006,19.399,0.197,0.340,0.192,19.598,0.184
1677,1677,LMC_SC11,334433,5.164583,-68.89625,1949.21,6457.93,19.275,0.031,19.244,0.056,0.100,0.086,19.362,0.069
1678,1678,LMC_SC11,334434,5.165311,-68.89619,1983.37,6458.32,19.285,0.050,19.233,0.055,0.081,0.119,19.404,0.050
1679,1679,LMC_SC11,334438,5.164017,-68.89625,1922.61,6457.79,19.901,0.186,19.715,0.244,0.250,1.008,20.913,0.411
1680,1680,LMC_SC11,334440,5.166489,-68.89611,2038.75,6458.93,,,19.885,,0.200,,,
1681,1681,LMC_SC11,334442,5.166431,-68.89592,2036.00,6460.60,20.334,0.595,19.740,0.136,0.141,,,
1682,1682,LMC_SC11,334443,5.164011,-68.89592,1922.27,6460.86,19.350,0.011,19.339,0.151,0.156,0.377,19.728,0.199
1683,1683,LMC_SC11,334444,5.164183,-68.89556,1930.34,6463.81,19.795,0.289,19.505,0.295,0.147,-0.175,19.620,0.147
1684,1684,LMC_SC11,334445,5.164197,-68.89589,1931.02,6461.07,19.694,0.187,19.506,0.197,0.219,0.210,19.905,0.152
1685,1685,LMC_SC11,334446,5.164589,-68.89567,1949.45,6463.02,21.093,1.260,19.832,0.238,0.147,,,
1686,1686,LMC_SC11,334449,5.165675,-68.89572,2000.53,6462.37,19.574,0.083,19.490,0.164,0.137,0.010,19.585,0.167
1687,1687,LMC_SC11,334451,5.165544,-68.89558,1994.42,6463.54,19.901,0.196,19.704,0.104,0.146,-0.005,19.896,0.253
1688,1688,LMC_SC11,334452,5.166192,-68.89547,2024.79,6464.55,19.318,0.202,19.116,0.106,0.100,0.348,19.668,0.195
1689,1689,LMC_SC11,334454,5.162800,-68.89542,1865.36,6465.33,19.689,0.622,19.066,0.132,0.221,0.530,20.223,0.210
1690,1690,LMC_SC11,334457,5.163431,-68.89536,1894.95,6465.77,20.009,0.364,19.645,0.096,0.148,0.478,20.489,0.207
1691,1691,LMC_SC11,334458,5.165358,-68.89522,1985.71,6466.75,19.099,-0.119,19.219,0.076,0.100,-0.345,18.753,0.111
1692,1692,LMC_SC11,334459,5.162769,-68.89514,1863.92,6467.54,20.680,1.220,19.459,0.272,0.306,0.169,20.852,0.416
1693,1693,LMC_SC11,334466,5.163611,-68.89489,1903.55,6469.82,19.588,0.301,19.287,0.113,0.112,0.062,19.651,0.134
1694,1694,LMC_SC11,334467,5.166117,-68.89481,2021.37,6470.18,19.395,0.049,19.346,0.068,0.135,0.025,19.420,0.101
1695,1695,LMC_SC11,334470,5.163711,-68.89469,1908.21,6471.50,18.891,-0.028,18.919,0.195,0.227,-0.004,18.887,0.096
1696,1696,LMC_SC11,334476,5.162900,-68.89425,1870.10,6475.34,19.960,0.123,19.837,0.111,0.201,0.625,20.589,0.234
1697,1697,LMC_SC11,334477,5.164553,-68.89450,1947.74,6473.17,20.118,0.380,19.738,0.145,0.130,0.281,20.401,0.159
1698,1698,LMC_SC11,334480,5.163694,-68.89433,1907.45,6474.64,19.222,0.067,19.154,0.231,0.355,-0.085,19.136,0.117
1699,1699,LMC_SC11,334481,5.164872,-68.89428,1962.83,6475.06,20.301,0.848,19.452,0.107,0.106,0.199,20.503,0.238
1700,1700,LMC_SC11,334482,5.165581,-68.89425,1996.13,6475.06,19.361,0.057,19.304,0.099,0.111,-0.045,19.316,0.064
1701,1701,LMC_SC11,334484,5.163214,-68.89408,1884.80,6476.90,20.944,1.589,19.353,0.467,0.475,,,
1702,1702,LMC_SC11,334485,5.163775,-68.89422,1911.21,6475.65,20.347,0.587,19.758,0.417,0.327,-0.189,20.158,1.031
1703,1703,LMC_SC11,334486,5.165456,-68.89406,1990.27,6476.73,19.690,0.358,19.330,0.210,0.147,0.349,20.041,0.189
1704,1704,LMC_SC11,334489,5.164664,-68.89397,1952.99,6477.61,,,19.854,,0.214,,21.222,0.490
1705,1705,LMC_SC11,334490,5.163292,-68.89383,1888.53,6478.92,,,19.092,,0.799,,,
1706,1706,LMC_SC11,334491,5.164086,-68.89381,1925.85,6479.11,20.331,0.564,19.768,0.166,0.173,0.238,20.572,0.293
1707,1707,LMC_SC11,334493,5.165178,-68.89369,1977.20,6480.11,20.259,1.022,19.236,0.136,0.091,0.474,20.736,0.199
1708,1708,LMC_SC11,334494,5.165417,-68.89367,1988.47,6480.15,20.285,0.787,19.497,0.212,0.128,0.399,20.687,0.338
1709,1709,LMC_SC11,334496,5.164356,-68.89361,1938.46,6480.90,20.494,0.591,19.903,0.156,0.159,0.448,20.945,0.242
1710,1710,LMC_SC11,334497,5.164733,-68.89356,1956.27,6481.22,19.506,0.163,19.343,0.069,0.118,0.121,19.628,0.074
1711,1711,LMC_SC11,334498,5.166242,-68.89358,2027.27,6480.85,20.244,0.326,19.917,0.166,0.171,0.025,20.269,0.252
1712,1712,LMC_SC11,334503,5.163725,-68.89358,1908.86,6481.06,,,18.270,,0.348,,19.485,0.564
1713,1713,LMC_SC11,334504,5.166039,-68.89344,2017.63,6482.06,19.709,0.227,19.482,0.148,0.159,-0.024,19.686,0.132
1714,1714,LMC_SC11,334506,5.163461,-68.89333,1896.43,6483.36,20.151,0.416,19.735,0.245,0.254,0.634,20.789,0.438
1715,1715,LMC_SC11,334507,5.164017,-68.89336,1922.62,6483.10,20.106,0.536,19.569,0.156,0.158,0.085,20.192,0.177
1716,1716,LMC_SC11,334511,5.163281,-68.89308,1888.00,6485.40,,,18.581,,0.732,,,
1717,1717,LMC_SC11,334512,5.164667,-68.89317,1953.21,6484.59,19.869,0.108,19.761,0.075,0.134,0.062,19.932,0.087
1718,1718,LMC_SC11,334513,5.165431,-68.89311,1989.07,6485.03,19.591,0.055,19.536,0.183,0.150,0.000,19.592,0.168
1719,1719,LMC_SC11,334514,5.165983,-68.89317,2015.05,6484.45,19.986,0.332,19.653,0.408,0.402,-0.573,19.412,0.212
1720,1720,LMC_SC11,334518,5.166119,-68.89297,2021.50,6486.32,19.278,-0.379,19.657,0.130,0.198,0.365,19.643,0.172
1721,1721,LMC_SC11,334520,5.162406,-68.89289,1846.87,6487.31,20.813,1.019,19.794,0.245,0.158,,,
1722,1722,LMC_SC11,334521,5.163856,-68.89286,1914.97,6487.41,19.831,0.730,19.100,0.155,0.110,0.859,20.696,0.311
1723,1723,LMC_SC11,334522,5.163917,-68.89294,1917.88,6486.74,19.666,0.293,19.373,0.131,0.159,-0.032,19.635,0.210
1724,1724,LMC_SC11,334523,5.165956,-68.89286,2013.74,6487.18,19.279,0.409,18.869,0.127,0.178,-0.240,19.038,0.097
1725,1725,LMC_SC11,334526,5.166419,-68.89272,2035.57,6488.46,19.380,0.113,19.266,0.067,0.113,0.197,19.579,0.056
